batch,Dec_CrossAttn_L0,Dec_CrossAttn_L1,Dec_CrossAttn_L2,Dec_CrossAttn_L3,Dec_CrossAttn_L4,Dec_CrossAttn_L5,Dec_FFN_L0,Dec_FFN_L1,Dec_FFN_L2,Dec_FFN_L3,Dec_FFN_L4,Dec_FFN_L5,Dec_SelfAttn_L0,Dec_SelfAttn_L1,Dec_SelfAttn_L2,Dec_SelfAttn_L3,Dec_SelfAttn_L4,Dec_SelfAttn_L5,Enc_FFN_L0,Enc_FFN_L1,Enc_FFN_L2,Enc_FFN_L3,Enc_FFN_L4,Enc_FFN_L5,Enc_SelfAttn_L0,Enc_SelfAttn_L1,Enc_SelfAttn_L2,Enc_SelfAttn_L3,Enc_SelfAttn_L4,Enc_SelfAttn_L5
batch 1356,0.746621,0.623820,0.613207,0.652544,0.713651,0.598547,0.553540,0.475166,0.477906,0.534895,0.510314,0.738942,0.767041,0.233894,0.172286,0.151099,0.279186,0.403594,0.753846,0.544468,0.485714,0.421798,0.363427,0.520479,1.650730,0.751032,0.545868,0.489797,0.405286,0.382872
batch 1357,0.762409,0.644336,0.592468,0.609633,0.702085,0.591861,0.550062,0.464411,0.464713,0.521575,0.516715,0.755993,0.697716,0.265538,0.174303,0.137001,0.275628,0.409353,0.680704,0.523315,0.478335,0.452736,0.376097,0.481600,1.417124,0.725305,0.533202,0.458167,0.413879,0.388256
batch 1358,0.778873,0.643962,0.618800,0.635222,0.719380,0.639174,0.563804,0.471787,0.480753,0.532734,0.522374,0.788116,0.761840,0.245583,0.164826,0.136402,0.287275,0.440320,0.721928,0.542015,0.489439,0.470669,0.390777,0.446771,1.451501,0.686577,0.482952,0.445870,0.389814,0.341173
batch 1359,0.784998,0.615128,0.579482,0.565449,0.640901,0.571064,0.580612,0.471279,0.453627,0.530156,0.545966,0.703359,0.731832,0.221507,0.167926,0.149780,0.263331,0.372134,0.748230,0.632295,0.534249,0.400616,0.390453,0.478625,1.433464,0.685813,0.518294,0.395110,0.380840,0.326743
batch 1360,0.831701,0.674716,0.630628,0.657254,0.704768,0.622626,0.610976,0.486722,0.480954,0.547466,0.536555,0.787253,0.834205,0.246543,0.175921,0.136545,0.282064,0.423819,0.740899,0.550066,0.495977,0.477919,0.399591,0.472068,1.645867,0.730775,0.585294,0.508993,0.408674,0.363603
batch 1361,0.778141,0.579093,0.576742,0.592746,0.662690,0.557733,0.582190,0.451041,0.462689,0.511224,0.508130,0.708649,0.731711,0.227785,0.157895,0.123192,0.243951,0.362914,0.728243,0.520819,0.479390,0.440675,0.400439,0.462182,1.462510,0.652943,0.501654,0.428903,0.413106,0.355296
batch 1362,0.761695,0.622401,0.597508,0.594943,0.692182,0.610050,0.567253,0.464299,0.447794,0.509553,0.500423,0.751949,0.696953,0.269719,0.180411,0.139856,0.314953,0.412757,0.658985,0.499349,0.415020,0.417935,0.382646,0.465931,1.299220,0.678764,0.523995,0.434488,0.424336,0.392473
batch 1363,0.737171,0.628987,0.592967,0.607198,0.663673,0.564529,0.554404,0.457151,0.447404,0.509724,0.502739,0.729744,0.681841,0.260524,0.181189,0.143274,0.254739,0.387979,0.691163,0.536914,0.467339,0.450437,0.399178,0.466212,1.515619,0.729936,0.552697,0.472860,0.431925,0.387655
batch 1364,0.770436,0.658154,0.603154,0.621432,0.681381,0.594191,0.563823,0.464328,0.469697,0.522997,0.513026,0.739902,0.731516,0.250354,0.162718,0.134414,0.276966,0.401363,0.703823,0.536261,0.473421,0.448213,0.434364,0.451780,1.460525,0.709697,0.535445,0.465960,0.424215,0.376459
batch 1365,0.803780,0.642456,0.624354,0.618966,0.681633,0.603552,0.571833,0.473284,0.475979,0.521611,0.520437,0.751231,0.744812,0.238190,0.168671,0.147600,0.271372,0.412867,0.688765,0.525069,0.492620,0.478748,0.423047,0.475846,1.600379,0.718684,0.542417,0.478805,0.407088,0.364839
batch 1366,0.724687,0.599847,0.598916,0.598224,0.707179,0.576575,0.550878,0.466303,0.462199,0.526244,0.505627,0.731986,0.655837,0.248695,0.172159,0.145115,0.287060,0.398256,0.644933,0.493944,0.452396,0.448722,0.351819,0.481622,1.381745,0.687160,0.501328,0.431704,0.403877,0.393637
batch 1367,0.817726,0.681456,0.627736,0.647416,0.715814,0.589342,0.587647,0.467140,0.477960,0.545335,0.546406,0.768429,0.811269,0.223643,0.153214,0.130468,0.280823,0.418752,0.766175,0.595680,0.526340,0.432483,0.392524,0.437735,1.537361,0.724085,0.530344,0.458563,0.381011,0.341993
batch 1368,0.833770,0.654756,0.646481,0.653450,0.771836,0.652559,0.599036,0.483534,0.482701,0.548270,0.531283,0.759424,0.806323,0.234839,0.157103,0.137834,0.294327,0.418546,0.752819,0.564442,0.494131,0.425933,0.378847,0.473786,1.409188,0.711873,0.501807,0.448133,0.392729,0.357998
batch 1369,0.822781,0.646675,0.616707,0.618477,0.693276,0.572559,0.590888,0.475063,0.465568,0.525911,0.508089,0.714398,0.778498,0.264784,0.174837,0.142822,0.274938,0.381702,0.712846,0.555366,0.497024,0.434847,0.388933,0.456664,1.530091,0.722475,0.539968,0.461764,0.424793,0.381680
batch 1370,0.791069,0.641080,0.607630,0.624452,0.784379,0.597552,0.593872,0.482587,0.482173,0.529152,0.511819,0.761066,0.720239,0.248275,0.174531,0.140267,0.289963,0.412628,0.695525,0.536351,0.492148,0.453020,0.400902,0.460301,1.519047,0.736416,0.540306,0.452408,0.421776,0.368091
batch 1371,0.755552,0.621621,0.591357,0.604699,0.647734,0.587318,0.568800,0.471707,0.470593,0.525037,0.520316,0.740601,0.697972,0.241487,0.162248,0.138951,0.260850,0.405933,0.716512,0.541615,0.463176,0.429900,0.408221,0.457316,1.514484,0.728764,0.541007,0.469518,0.433223,0.382868
batch 1372,0.889657,0.690657,0.663585,0.652010,0.723803,0.664179,0.619321,0.481132,0.476376,0.538990,0.543836,0.755774,0.836288,0.234880,0.164827,0.130895,0.296720,0.419522,0.770906,0.638021,0.519492,0.434067,0.371701,0.442298,1.602355,0.725547,0.500411,0.410497,0.383387,0.344852
batch 1373,0.720354,0.616697,0.609087,0.608326,0.688071,0.578642,0.542329,0.458181,0.454293,0.510279,0.533767,0.744420,0.682689,0.241724,0.171131,0.135827,0.282062,0.393253,0.761839,0.555472,0.488737,0.473493,0.417997,0.446244,1.532630,0.777153,0.528048,0.504199,0.410601,0.359077
batch 1374,0.809831,0.648733,0.630336,0.644746,0.720817,0.650774,0.532183,0.463377,0.468263,0.523737,0.524981,0.738822,0.744893,0.233782,0.163401,0.136707,0.286326,0.409019,0.736815,0.550724,0.485738,0.427076,0.398086,0.492848,1.508876,0.709172,0.548829,0.472283,0.409136,0.354867
batch 1375,0.764708,0.665275,0.631182,0.644502,0.680314,0.593737,0.545755,0.466266,0.463829,0.532038,0.520556,0.776775,0.715981,0.251777,0.173746,0.150067,0.294476,0.411965,0.741146,0.541069,0.450022,0.462685,0.388166,0.467294,1.558233,0.777753,0.570994,0.446350,0.434398,0.391377
batch 1376,0.744800,0.617157,0.605983,0.620997,0.700881,0.646605,0.577776,0.475856,0.468904,0.534126,0.535153,0.769431,0.657438,0.246987,0.172944,0.146731,0.293635,0.428748,0.774581,0.546896,0.480578,0.427536,0.407596,0.480540,1.456078,0.733997,0.522394,0.456712,0.397865,0.371428
batch 1377,0.781210,0.629119,0.637588,0.645085,0.707024,0.584105,0.575955,0.479655,0.481805,0.544964,0.523988,0.735326,0.776366,0.251684,0.161928,0.141547,0.277217,0.394434,0.714297,0.553713,0.510243,0.447627,0.379511,0.502155,1.622240,0.699045,0.560514,0.458739,0.416802,0.393786
batch 1378,0.756549,0.607214,0.593768,0.620089,0.714278,0.583190,0.558515,0.464242,0.470281,0.533447,0.528959,0.727762,0.725306,0.247301,0.170972,0.136717,0.267970,0.387269,0.715436,0.526579,0.504884,0.430549,0.396947,0.493890,1.445743,0.662654,0.501732,0.440345,0.414979,0.376296
batch 1379,0.836873,0.634808,0.634112,0.610995,0.680031,0.602698,0.594818,0.460873,0.465087,0.535410,0.530797,0.742739,0.838722,0.241677,0.155896,0.144694,0.299492,0.401482,0.790585,0.600140,0.515963,0.466090,0.378843,0.472235,1.699261,0.810180,0.547115,0.458720,0.376837,0.353005
batch 1380,0.842782,0.658702,0.634708,0.637064,0.726135,0.614982,0.560970,0.463891,0.462681,0.523086,0.515357,0.747500,0.754761,0.222137,0.156567,0.133858,0.284664,0.409662,0.714722,0.508286,0.488707,0.444783,0.434480,0.499619,1.489399,0.684913,0.526432,0.445065,0.408488,0.351245
batch 1381,0.771253,0.643811,0.610140,0.639822,0.699399,0.611135,0.560859,0.473582,0.474809,0.540258,0.532486,0.753873,0.723405,0.254987,0.183384,0.139642,0.273620,0.408684,0.708752,0.521528,0.495223,0.449008,0.432224,0.466587,1.499943,0.710382,0.532894,0.459674,0.424509,0.366531
batch 1382,0.724075,0.618387,0.568864,0.604165,0.733577,0.566411,0.549572,0.469567,0.464456,0.520274,0.504501,0.739313,0.671562,0.249093,0.173743,0.143041,0.275457,0.394187,0.726965,0.535764,0.470420,0.464745,0.412445,0.454916,1.494745,0.731118,0.537098,0.447786,0.424463,0.387033
batch 1383,0.783022,0.629517,0.619253,0.653670,0.754716,0.653586,0.556878,0.480605,0.477042,0.550803,0.520036,0.783139,0.782080,0.225757,0.158383,0.143930,0.292247,0.438792,0.736848,0.558582,0.493038,0.407305,0.405090,0.482865,1.621845,0.703406,0.519200,0.467500,0.409609,0.372310
batch 1384,0.843971,0.678488,0.635371,0.618333,0.684446,0.588194,0.579398,0.463876,0.460631,0.522273,0.532222,0.739440,0.797797,0.222659,0.149881,0.119188,0.267855,0.396908,0.781597,0.623619,0.539468,0.454828,0.440183,0.435791,1.507481,0.723879,0.508648,0.419053,0.393323,0.334786
batch 1385,0.857818,0.687751,0.645905,0.641650,0.693607,0.602842,0.581985,0.484654,0.481445,0.524539,0.514497,0.724114,0.797462,0.250408,0.177663,0.137472,0.267523,0.385809,0.819252,0.634990,0.531070,0.413605,0.390971,0.462088,1.481991,0.666041,0.484490,0.394857,0.402114,0.323965
batch 1386,0.741648,0.642264,0.597590,0.596389,0.664208,0.557294,0.537221,0.460216,0.454202,0.508164,0.503937,0.707847,0.710991,0.260419,0.196805,0.142333,0.264019,0.375074,0.719278,0.547660,0.501499,0.444891,0.388230,0.475904,1.499298,0.740486,0.548654,0.469631,0.434739,0.409698
batch 1387,0.807849,0.645639,0.603566,0.603322,0.676921,0.598052,0.586755,0.476109,0.471884,0.535842,0.532124,0.731715,0.753661,0.250866,0.163957,0.136303,0.273046,0.386490,0.709850,0.550430,0.492458,0.430820,0.374416,0.477400,1.553643,0.683910,0.529300,0.441251,0.404936,0.378878
batch 1388,0.749698,0.610610,0.583000,0.601566,0.677859,0.582080,0.569875,0.466791,0.459047,0.512292,0.506325,0.746569,0.694600,0.269262,0.174668,0.153108,0.258442,0.417141,0.694933,0.514651,0.450354,0.469514,0.407841,0.467331,1.481795,0.743068,0.560443,0.466853,0.418482,0.377784
batch 1389,0.824198,0.645788,0.636891,0.636350,0.694870,0.624738,0.631159,0.485924,0.484252,0.537081,0.530330,0.700248,0.854970,0.229312,0.154597,0.125777,0.275558,0.372441,0.806249,0.622899,0.509052,0.419761,0.382684,0.508070,1.591134,0.718251,0.536084,0.411443,0.378564,0.336349
batch 1390,0.717041,0.606180,0.568331,0.597137,0.694782,0.569467,0.575960,0.475680,0.472484,0.531381,0.516040,0.732726,0.682545,0.272390,0.183688,0.141391,0.260876,0.394912,0.682029,0.526132,0.464672,0.435233,0.390110,0.453441,1.467694,0.732730,0.544353,0.455024,0.440673,0.383163
batch 1391,0.908091,0.699747,0.647893,0.645089,0.690439,0.660689,0.589833,0.474681,0.487963,0.550724,0.537456,0.770151,0.862928,0.225936,0.160424,0.139903,0.286636,0.423462,0.808576,0.607860,0.516055,0.461230,0.431777,0.411783,1.645716,0.772934,0.516084,0.419095,0.363045,0.345465
batch 1392,0.838922,0.685408,0.628516,0.654977,0.684731,0.612540,0.554580,0.468127,0.476182,0.526172,0.521418,0.727095,0.767338,0.234173,0.180951,0.146693,0.272719,0.404525,0.740150,0.584346,0.501510,0.449165,0.389983,0.462419,1.583217,0.686632,0.515928,0.420916,0.377311,0.333340
batch 1393,0.754510,0.645303,0.597617,0.627090,0.650682,0.606087,0.546430,0.462649,0.467825,0.526221,0.545481,0.740289,0.753536,0.245672,0.165323,0.144068,0.272624,0.395637,0.755689,0.592984,0.494153,0.441006,0.407685,0.432871,1.456969,0.746710,0.547906,0.459085,0.380182,0.331675
batch 1394,0.735148,0.633879,0.574695,0.573324,0.578997,0.559982,0.569434,0.469012,0.478415,0.509897,0.515950,0.709131,0.787356,0.242205,0.160962,0.121944,0.263230,0.378769,0.806865,0.634133,0.514606,0.422133,0.381013,0.430543,1.573571,0.740867,0.496328,0.412499,0.376023,0.352724
batch 1395,0.732384,0.602701,0.602735,0.619086,0.718251,0.587786,0.532639,0.461236,0.468351,0.521649,0.514649,0.758684,0.699611,0.233143,0.164745,0.129576,0.275618,0.407459,0.727634,0.546097,0.481029,0.453211,0.393554,0.494648,1.549991,0.718623,0.533267,0.480227,0.422259,0.379119
batch 1396,0.753351,0.648721,0.620741,0.628323,0.704953,0.599391,0.531773,0.453036,0.455438,0.520097,0.497740,0.745497,0.655273,0.258733,0.177401,0.146467,0.277674,0.410515,0.687290,0.525962,0.446311,0.449908,0.410537,0.454091,1.514340,0.752776,0.567320,0.475486,0.442873,0.392260
batch 1397,0.875850,0.709829,0.639531,0.644023,0.662390,0.606703,0.642287,0.480747,0.477443,0.535620,0.538085,0.767263,0.858221,0.243973,0.177011,0.145054,0.276951,0.406003,0.827989,0.634145,0.537888,0.443486,0.401380,0.431307,1.499280,0.686999,0.471969,0.417275,0.337490,0.333211
batch 1398,0.822179,0.664257,0.609403,0.612432,0.758112,0.601596,0.575984,0.471241,0.474291,0.531125,0.511383,0.720065,0.801058,0.249014,0.165364,0.151928,0.319407,0.384533,0.767399,0.536701,0.555358,0.424917,0.403426,0.469265,1.572858,0.704384,0.532419,0.441623,0.408786,0.369052
batch 1399,0.761733,0.623608,0.597813,0.624000,0.699526,0.584060,0.536913,0.455779,0.464781,0.523621,0.499489,0.729151,0.675809,0.256020,0.182603,0.145869,0.258043,0.395356,0.705677,0.536035,0.483770,0.443295,0.389162,0.466979,1.471980,0.696097,0.530489,0.436400,0.422595,0.364125
batch 1400,0.793636,0.605365,0.603284,0.611093,0.681984,0.568226,0.622355,0.487770,0.478080,0.529167,0.510468,0.685522,0.811233,0.278155,0.174849,0.133809,0.262880,0.350717,0.708235,0.531684,0.497513,0.443018,0.389541,0.506864,1.505390,0.667925,0.508792,0.453289,0.401226,0.381874
batch 1401,0.783273,0.641253,0.619565,0.597060,0.667391,0.619029,0.598108,0.474542,0.469474,0.532290,0.532071,0.741286,0.818627,0.240200,0.166625,0.133709,0.273655,0.416974,0.790735,0.591717,0.519387,0.429570,0.383656,0.472909,1.487372,0.672534,0.502494,0.412161,0.382227,0.348516
batch 1402,0.824009,0.653519,0.637795,0.622741,0.656578,0.565982,0.590903,0.479493,0.469081,0.514127,0.521423,0.741394,0.755384,0.247464,0.169734,0.139741,0.273484,0.400675,0.738510,0.565341,0.489992,0.427292,0.398316,0.460248,1.530976,0.716377,0.547831,0.442230,0.419923,0.370888
batch 1403,0.789786,0.625458,0.625800,0.616533,0.688053,0.587804,0.556220,0.459970,0.459153,0.521357,0.515143,0.738272,0.700748,0.247744,0.169336,0.129557,0.269635,0.407983,0.686317,0.504940,0.445030,0.446814,0.386577,0.495870,1.449694,0.684862,0.510862,0.451367,0.401241,0.382251
batch 1404,0.750870,0.616838,0.584965,0.597923,0.637382,0.563621,0.547153,0.461322,0.453425,0.513918,0.502519,0.728751,0.737973,0.255010,0.177928,0.139570,0.259668,0.401806,0.765133,0.565265,0.513083,0.402139,0.395367,0.454893,1.521345,0.731194,0.516080,0.454076,0.386247,0.348587
batch 1405,0.800756,0.648026,0.638562,0.627813,0.711007,0.636281,0.589624,0.471063,0.456326,0.523583,0.507199,0.729258,0.770558,0.263358,0.178096,0.144471,0.285229,0.404355,0.763734,0.606545,0.501463,0.417706,0.361856,0.473830,1.590907,0.738802,0.540593,0.452114,0.426501,0.373166
batch 1406,0.696200,0.590083,0.566586,0.592381,0.680467,0.583005,0.521269,0.466775,0.462853,0.508282,0.502895,0.768878,0.627739,0.272245,0.172145,0.141162,0.271331,0.421400,0.691043,0.511503,0.428627,0.436471,0.388282,0.461578,1.431595,0.725585,0.532916,0.446077,0.420815,0.374175
batch 1407,0.745248,0.617807,0.601280,0.607652,0.730107,0.588628,0.558101,0.466892,0.466865,0.529676,0.520966,0.762689,0.720196,0.249319,0.169967,0.140347,0.279910,0.425604,0.725992,0.552305,0.485865,0.448391,0.385567,0.469823,1.533688,0.722281,0.545364,0.461173,0.426957,0.376175
batch 1408,0.742491,0.638291,0.615789,0.649003,0.667501,0.574138,0.560166,0.455017,0.481694,0.520607,0.522251,0.784585,0.680164,0.238461,0.150787,0.132167,0.266669,0.412831,0.766827,0.551331,0.479402,0.519302,0.517575,0.447264,1.550452,0.718867,0.538375,0.459130,0.423054,0.367048
batch 1409,0.807092,0.629265,0.601092,0.608530,0.686924,0.591524,0.587693,0.478606,0.469596,0.525387,0.512987,0.733948,0.776833,0.272042,0.171683,0.139735,0.272921,0.397573,0.684089,0.544521,0.480437,0.443059,0.389980,0.483095,1.461246,0.684431,0.510999,0.432446,0.402591,0.363696
batch 1410,0.867237,0.672433,0.585033,0.611031,0.644366,0.547654,0.583230,0.446180,0.465155,0.511851,0.527767,0.713338,0.811893,0.246483,0.165739,0.128635,0.259363,0.372273,0.744370,0.610907,0.540079,0.432177,0.417727,0.408124,1.436625,0.694297,0.499845,0.407015,0.355413,0.311163
batch 1411,0.805389,0.646977,0.623087,0.635134,0.713660,0.570738,0.591955,0.472872,0.480634,0.532116,0.524275,0.749333,0.731381,0.239025,0.177224,0.144061,0.279640,0.390203,0.796912,0.567904,0.531206,0.423845,0.431287,0.473868,1.552481,0.741560,0.560393,0.451842,0.405860,0.363688
batch 1412,0.860391,0.622116,0.598300,0.609591,0.669548,0.549921,0.628063,0.463853,0.477578,0.532992,0.523539,0.738317,0.799329,0.244197,0.159336,0.135812,0.268975,0.383598,0.641900,0.515710,0.502191,0.417234,0.405206,0.443866,1.391831,0.650927,0.476438,0.418730,0.363930,0.345760
batch 1413,0.779927,0.663386,0.621678,0.628023,0.690790,0.603448,0.557360,0.471349,0.477495,0.541881,0.532316,0.768239,0.760916,0.221722,0.159574,0.126821,0.307968,0.404798,0.766923,0.545388,0.493870,0.428625,0.388212,0.504528,1.600065,0.726313,0.560772,0.511705,0.417437,0.361970
batch 1414,0.805988,0.657265,0.599187,0.612054,0.691812,0.605527,0.574768,0.457589,0.472528,0.527841,0.527612,0.741962,0.768614,0.229942,0.155602,0.135084,0.301374,0.391316,0.777370,0.590996,0.518986,0.449274,0.418393,0.418820,1.542666,0.714530,0.533379,0.447087,0.393227,0.328158
batch 1415,0.771483,0.642977,0.608252,0.618834,0.715805,0.585001,0.573405,0.473403,0.471912,0.525683,0.522665,0.758534,0.736446,0.252853,0.167155,0.135520,0.269243,0.408804,0.700097,0.538701,0.460899,0.438672,0.411471,0.449630,1.499318,0.744267,0.559586,0.461882,0.434467,0.384395
batch 1416,0.866821,0.678516,0.621641,0.597600,0.652106,0.589563,0.573726,0.459307,0.467456,0.521706,0.539964,0.745199,0.784742,0.248830,0.162881,0.149864,0.271773,0.402963,0.761379,0.613771,0.536596,0.422075,0.386349,0.442591,1.546147,0.740938,0.512697,0.452891,0.381103,0.359071
batch 1417,0.846284,0.679211,0.660474,0.649478,0.707167,0.631610,0.572702,0.482635,0.467795,0.539476,0.552216,0.758925,0.808510,0.229437,0.164230,0.140515,0.291186,0.411789,0.799317,0.639193,0.546906,0.397359,0.446674,0.430833,1.552659,0.716128,0.524897,0.406940,0.383172,0.310761
batch 1418,0.767339,0.658087,0.612766,0.604134,0.693794,0.587612,0.544557,0.464612,0.473144,0.532337,0.514630,0.749492,0.691334,0.232115,0.162837,0.126183,0.270416,0.399262,0.738066,0.531959,0.479904,0.439865,0.409041,0.472158,1.519603,0.739797,0.553132,0.461910,0.421369,0.375644
batch 1419,0.815688,0.669989,0.619720,0.621784,0.693457,0.581641,0.558731,0.480701,0.469659,0.527368,0.515530,0.731091,0.723911,0.267948,0.177048,0.140259,0.279137,0.401783,0.759778,0.571047,0.517321,0.419023,0.376793,0.478119,1.537241,0.737741,0.558071,0.451112,0.419483,0.374644
batch 1420,0.758551,0.615410,0.583978,0.616444,0.658452,0.552023,0.566783,0.456574,0.465673,0.531406,0.523697,0.719788,0.725544,0.242621,0.160028,0.126708,0.263531,0.377094,0.699058,0.560601,0.439650,0.452977,0.408558,0.487912,1.463376,0.724778,0.536299,0.440711,0.416660,0.369397
batch 1421,0.773569,0.625516,0.601965,0.605366,0.666209,0.588975,0.603101,0.471216,0.472526,0.535529,0.546314,0.760496,0.753678,0.253439,0.161483,0.130881,0.282759,0.406541,0.728632,0.527016,0.453853,0.462592,0.425476,0.469422,1.437092,0.724395,0.556666,0.458024,0.409112,0.374427
batch 1422,0.848803,0.666903,0.633144,0.635525,0.703489,0.615009,0.582975,0.469275,0.478509,0.540064,0.537420,0.777615,0.784784,0.225616,0.153093,0.140547,0.290675,0.409928,0.783109,0.578584,0.532865,0.440204,0.397095,0.463241,1.493980,0.719128,0.526043,0.444816,0.381061,0.324901
batch 1423,0.756940,0.644748,0.601022,0.591729,0.657893,0.573816,0.549630,0.460465,0.461382,0.523752,0.523325,0.771998,0.730420,0.250283,0.162434,0.131667,0.262114,0.397068,0.711020,0.547678,0.491106,0.492714,0.411771,0.438971,1.598639,0.740912,0.542962,0.462145,0.398990,0.368882
batch 1424,0.735632,0.620677,0.607993,0.609688,0.671959,0.588866,0.550263,0.462042,0.456602,0.516685,0.519482,0.772667,0.680796,0.249712,0.181545,0.139423,0.271011,0.416061,0.719767,0.524197,0.462029,0.451957,0.395513,0.467701,1.504935,0.738991,0.547525,0.455572,0.420959,0.379772
batch 1425,0.786216,0.616012,0.601451,0.601184,0.674323,0.575190,0.578830,0.467980,0.460435,0.522635,0.541541,0.739823,0.724227,0.244127,0.170722,0.134714,0.281699,0.406095,0.727919,0.521760,0.442266,0.465812,0.429348,0.460281,1.542897,0.730969,0.556815,0.466340,0.437223,0.385655
batch 1426,0.788604,0.657477,0.641087,0.622626,0.705768,0.593112,0.546179,0.469702,0.482658,0.523293,0.510818,0.722641,0.747791,0.218909,0.158596,0.142402,0.282919,0.377770,0.741593,0.574579,0.526300,0.419328,0.376179,0.439185,1.422568,0.669896,0.499190,0.409655,0.385302,0.327117
batch 1427,0.697812,0.617389,0.593742,0.608265,0.670288,0.568972,0.526649,0.460435,0.453134,0.516606,0.509645,0.740806,0.688201,0.233963,0.157497,0.131225,0.266125,0.402996,0.694749,0.509054,0.444374,0.447999,0.418219,0.474305,1.498942,0.728124,0.582149,0.467489,0.421693,0.397644
batch 1428,0.839357,0.650127,0.620419,0.645079,0.719662,0.646001,0.580789,0.471537,0.467335,0.525717,0.525952,0.726161,0.794656,0.229744,0.186551,0.147233,0.277039,0.399904,0.760793,0.550231,0.524317,0.444565,0.422488,0.467079,1.507025,0.676389,0.515601,0.425854,0.396166,0.341610
